Incident ID,Year,Month,Country Code,Country,Region,District,City,UN,INGO,ICRC,NRCS and IFRC,NNGO,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Motive,Actor type,Actor name,Details,Verified,Source,ActorGroup
823,2009,3,LK,Sri Lanka,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Unknown,Non-state armed group: National,Liberation Tigers of Tamil Eelam,A UN national staffer kidnapped and forcibly conscripted by LTTE along with 3 dependents (not included).,Yes,Official Report,Non-state Armed Group
821,2009,3,AF,Afghanistan,Kundoz,Unknown,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Political,Unknown,Unknown,1 INGO national staff injured when stopped by four armed individuals riding motorcycles.The employee was beaten and robbed of his valuables as well as his own motorcycle.After the beating he was released and warned against working with NGOs.,Yes,Official Report,Unknown
822,2009,3,AF,Afghanistan,Bamyan,Shibar,Gandak (near),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Unknown,Non-state armed group: Unknown,Not applicable,"One NGO national staff driver was abducted with his vehicle in the vicinity of Ghandak village, early evening of 16 March. Following reported negotiations between the ANP and AOG elements, the NGO worker was released the next day. The NGO vehicle is believed to be still in the possession of AOG.
",Archived,Archived,Non-state Armed Group
824,2009,3,SO,Somalia,Bakool,Wajid,Wajid,4,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,4,4,0,0,4,Kidnapping,Ambush,Road,Unknown,Unknown,Unknown,"3 UN international (1 Azerbaijan, 1 Ghanean, 1 French) staff and 1 UN national staff abducted in Wajid, southern Somalia. They have been abducted by gunmen despite their own armed escort - and with no shots fired - as they prepared to leave the country for Nairobi.",Archived,Archived,Unknown
825,2009,3,SO,Somalia,Banadir,Banadir,Mogadishu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Other Explosives,Raid,Office/compound,Political,Unknown,Unknown,1 UN national staff guard injured when an unknown man threw a hand grenade into a UN agency compound in Mogadishu.,Archived,Archived,Unknown
826,2009,3,LK,Sri Lanka,Northern,Vanni,Unknown,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shelling,Combat/Crossfire,Unknown,Unknown,Unknown,Unknown,"1 INGO national staff gravely wounded (leg severed) as a result of shelling in the no fire zone, and later died due to lack of medical care.",Yes,Focal Point,Unknown
827,2009,3,SO,Somalia,Banadir,Banadir,Mogadishu,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Unknown,Unknown,Unknown,1 UN national staff contractor shot dead in Mogadishu overnight by unknown gunmen.,Archived,Archived,Unknown
828,2009,3,LK,Sri Lanka,North Western,Puttalam,Puttalam,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,Unknown,Unknown,Unknown,Unknown,1 INGO national staff wounded and several of his family members killed (not included) by a shell that hit a shelter Putumattalam last Saturday.,Archived,Media,Unknown
829,2009,3,SD,Sudan,West Darfur,Unknown,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily assault,Ambush,Unknown,Unknown,Unknown,Unknown,1 NGO national staff was beaten in ambush - 4 national staff of 2 INGOs were returning to,Archived,Archived,Unknown
1105,2009,3,SD,Sudan,South Darfur,Nitega,Otash IDP Camp,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily assault,Raid,Project site,Unknown,Unknown,Unknown,"Two guards seriously injured when five armed men entered the premises of an INGO clinic. The robbers stole all the medicines and fled. The two guards were treated at the hospital, one for a fractured hand and the other for facial injuries.",Yes,Official Report,Unknown
830,2009,3,SD,Sudan,West Darfur,Ag Geneina,Kongo Haraza,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Unknown,Unknown,Unknown,1 NGO national staff manager shot Monday night in the western Darfur town of Kongo Haraza at home near Sudan's border with Chad.,Archived,Archived,Unknown
1106,2009,3,SD,Sudan,West Darfur,Unknown,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Office/compound,Economic,Unknown,Unknown,"One security guard beaten up and later treated by a doctor, during an armed robbery by some 19 men who entered the INGO compound. Stole vehicles, chattels and fuel.",Yes,Official Report,Unknown
1107,2009,3,SD,Sudan,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Office/compound,Unknown,Unknown,Unknown,One guard was hit on the head with a gun then tied up by perpetrators and later was taken to the hospital after six armed men scaled the INGO office fence and jumped inside.,Yes,Official Report,Unknown
1226,2009,3,LK,Sri Lanka,Northern,Vanni,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,Unknown,Incidental,Unknown,Unknown,1 INGO national staff was injured in artillery shelling in Mullativeu with a major injury to stomache. Victim was evacuated along with their family. Earlier on 12 January 2009 he was injured in artillery shelling; his head and recovered. Both incidents happened in the area where ongoing combat operations. According to the information he has under gone a surgery and later recovered.,Yes,Focal Point,Unknown
1108,2009,4,SD,Sudan,West Darfur,Ag Geneina,Azerni and Kir Kir,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Incidental,Unknown,Unknown,"An INGO driver was abducted by eight armed bandits during a carjacking incident. He was released by the bandits and arrived in Ag Geneina town 3 days later.
",Yes,Official Report,Unknown
831,2009,4,AF,Afghanistan,Lowgar,Baraki Barak,Tagab,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Office/compound,Incidental,Foreign or coalition forces,International Security Assistance Force (ISAF),"1 INGO national worker killed: An IMF operation in Tagab Village came under attack from AOG early Friday morning. The ensuing engagement lasted for more than an hour and led to IMF calling in an airstrike on suspected AOG positions. One of the airstrikes hit a civilian compound, killing the INGO worker and injuring several members of his family (not included).",Yes,Official Report,State Actor
832,2009,4,AF,Afghanistan,Nangarhar,Mohmand Dara,Unknown,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Individual attack,Office/compound,Unknown,Unknown,Unknown,1 NGO national staff district manager of a microfinance project staying overnight at the NGO district office suffered fatal stab wounds. No money or valuables were kept on site and it is understood that there was no evidence of any theft or damage to property. No further details are known.,Archived,Archived,Unknown
833,2009,4,SD,Sudan,South Darfur,Nyala Janoub,Nyala,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,Kidnapping,Raid,Office/compound,Political,Non-state armed group: National,Falcons for the Liberation of Africa,"2 INGO international (1 French, 1 Canadian) staff kidnapped. 2 INGO national staff kidnapped and released the same day (not included). The internationals (both female) held for 26 days. The workers were snatched on Saturday night from the group's offices south of South Darfur's capital Nyala and around 100 kilometres (65 miles) from the border with Chad. One of the kidnappers, who refused to give his name, named his group as the ""Falcons for the Liberation of Africa"", saying it was composed of former rebels and members of Arab tribes in Darfur. He said a French group had been targetted to ""send a message to the French government to try the people who kidnapped children from Chad.""",Archived,Archived,Non-state Armed Group
1227,2009,4,LK,Sri Lanka,Northern,Vanni,Unknown,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,Incidental,Unknown,Unknown,1 INGO national staff was shot when caught in a crossfire in Mullativu and injured his foot/ankle. Victim recovered after being transferred to Vavuniya hospital and having the bullet removed.,Yes,Focal Point,Unknown
834,2009,4,PK,Pakistan,Khyber Pakhtunkhwa,Mansehra,Unknown,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,1,3,0,Kidnap-killing,Ambush,Road,Unknown,Unknown,Unknown,4 INGO national staff (female aid workers and their male driver) kidnapped and killed after they left Mansehra town to inspect a school for possible funding by a donor agency.,Yes,Focal Point,Unknown
950,2009,4,AF,Afghanistan,Kabul,Qarabagh,Askar Koot,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 UN national staff contracted driver killed.,Yes,Focal Point,Unknown
835,2009,4,LK,Sri Lanka,Unknown,Unknown,Unknown,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,Public location,Unknown,Unknown,Unknown,1 ICRC national staff hit by a shell while getting water for his family in a coastal area in the north held by Tamil Tiger rebels.,Yes,Focal Point,Unknown
951,2009,4,AF,Afghanistan,Badakhshan,Kishim,Madaba,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 UN national staff contracted driver killed.,Yes,Focal Point,Unknown
836,2009,4,SO,Somalia,Bakool,Elberde,Unknown,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,Shooting,Ambush,Road,Unknown,Unknown,Unknown,"3 NGO national staff shot and killed by hooded gunmen in a town near the Ethiopian border. The head of the relief group, which operates in southern Somalia, his colleague and the driver were killed as they were leaving for a field trip in a southwestern town on Thursday.",Archived,Archived,Unknown
837,2009,4,AF,Afghanistan,Khost,Unknown,Unknown,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Unknown,Political,Unknown,Unknown,1 INGO national staff operating in the district was abducted by four armed men as he dismounted his motorbike; released on 19 April at 1600 in Yaqubi District after the victim,Yes,Official Report,Unknown
949,2009,4,ZM,Zambia,Kampemba,Lusaka,Lusaka,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Raid,Home,Economic,Unknown,Unknown,1 UN national staff injured when stabbed by armed robbers at her home.,Yes,Focal Point,Unknown
838,2009,4,PK,Pakistan,Khyber Pakhtunkhwa,Unknown,Unknown,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Body-borne IED,Ambush,Road,Incidental,Unknown,Unknown,1 INGO national staff killed by suicide bomb while stopped at a police checkpoint.,Yes,Official Report,Unknown
839,2009,4,PK,Pakistan,Khyber Pakhtunkhwa,Unknown,Unknown,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,Other Explosives,Unknown,Office/compound,Political,Unknown,Unknown,1 NGO national staff killed and 1 NGO national staff wounded when bomb ripped through the NGO office in a northern district of Pakistan Thursday morning. A bomb had been planted in the office in a small village near Mardan district by unknown militants,Archived,Archived,Unknown
840,2009,4,SO,Somalia,Bakool,Hudur,Hudur,0,3,0,0,0,0,0,0,1,1,0,0,2,2,0,0,3,3,1,0,2,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,"2 INGO international staff and 1 INGO national staff driver abducted. Driver was released, along with the vehicle.",Archived,Archived,Unknown
841,2009,4,PS,Occupied Palestinian Territories,Gaza Strip,Gaza,"Beit Hanoun, Eretz Crossing",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Aerial bombardment,Combat/Crossfire,Unknown,Unknown,Unknown,Unknown,1 INGO international (Japanese) staff wounded in military action in Gaza.,Archived,Archived,Unknown
815,2009,4,SO,Somalia,Bakool,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,Economic,Unknown,Unknown,"2 INGO international (Belgian doctor, Danish nurse)staff kidnapped on their way back from a project site; released April 28. Their abductors had demanded a ransom.",Archived,Archived,Unknown
842,2009,4,AF,Afghanistan,Paktia,Wuza Zadran,Laka Teza ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Political,Unknown,Unknown,1 INGO national staff abducted at an illegal vehicle checkpoint. Gunmen took the staff member after they questioned him and discovered material on him that indicated he was from an INGO.,Yes,Official Report,Unknown
843,2009,4,LK,Sri Lanka,Northern,Mullaitivu,Valaignarmadam,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,Public location,Incidental,Unknown,Unknown,"1 INGO national staff director gravely wounded after shells hit St. Anthony's Church in Valaignarmadam on Thursday morning, 23 April.",Archived,Archived,Unknown
959,2009,4,SD,Sudan,North Darfur,Dar As Salam,Shangil Tobaya,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown,Unknown,Unknown,1 UN national staff contracted driver was injured during a convoy attack.,Yes,Focal Point,Unknown
1109,2009,5,SD,Sudan,South Darfur,Um Dafoug,Rehed al Birdi,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Other,Unknown,Unknown,An INGO contracted driver was taken by two armed persons together with two vehicles and released by perpetrators four days later.,Yes,Official Report,Unknown
943,2009,5,CD,DR Congo,Haut-Katanga,Lubumbashi,Kampemba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Detention,Unknown,Unknown,Host State,Armed Forces of the Democratic Republic of the Congo (FARDC),1 UN national staff injured when physically assaulted by army soldiers.,Yes,Focal Point,State Actor
844,2009,5,LK,Sri Lanka,Northern,Mullaitivu,Vanni Mullivaikkal,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shelling,Combat/Crossfire,Unknown,Unknown,Unknown,Unknown,"1 INGO national staff killed in a shell attack at Mullivaikal, Vanni in a No Fire Zone.",Archived,Archived,Unknown
1551,2009,5,LK,Sri Lanka,Southern,Galle,Unawatuna,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,Rape/sexual assault ,Individual attack,Home,Political,Unknown,Unknown,"One female UN staff member was physically and sexually assaulted while on R&amp;R in country. The motive appears to be political for a number of reasons, including because her belongings were searched during the assault as well as the location where she was treated.",Yes,Focal Point,Unknown
845,2009,5,LK,Sri Lanka,Unknown,Unknown,Unknown,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,Unknown,Unknown,Unknown,Unknown,"1 national RC worker killed along with his mother (not included) during an assault in shelling.
",Archived,Archived,Unknown
1228,2009,5,LK,Sri Lanka,Northern,Vanni,Unknown,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,Unknown,Incidental,Unknown,Unknown,"1 INGO national staff died as result of shelling near Mullivaikal, in the coastal area held by LTTE.",Yes,Focal Point,Unknown
1110,2009,5,SD,Sudan,South Darfur,As Salam,Um Gunya,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Unknown,Unknown,Unknown,"One INGO staff member sustained head injuries during an attack that started when five armed men stopped and diverted an INGO rented truck with four national staff on board. The staff members were held for approximately three hours, robbed and beaten by perpetrators.",Yes,Official Report,Unknown
953,2009,5,SD,Sudan,East Darfur,Ad Du'ayn,Ed Daien,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown,Unknown,Unknown,1 UN national staff contracted driver killed.,Yes,Focal Point,Unknown
919,2009,5,PK,Pakistan,Khyber Pakhtunkhwa,Unknown,Unknown,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,2 INGO national staff kidnapped- no additional details provided.,Yes,Focal Point,Unknown
1111,2009,5,SD,Sudan,West Darfur,Ag Geneina,Ag Geneina,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown,Unknown,Unknown,"One INGO local staff was ambushed and shot by unknown armed persons while he was traveling on motorcycle. The staff member sustained gunshot wounds on his lower abdomen and was found by passerby, however he died shortly after.
",Yes,Official Report,Unknown
961,2009,5,KE,Kenya,Kapitur,Unknown,Unknown,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown,Unknown,Unknown,1 UN national staff contracted driver was injured during a convoy attack.,Yes,Focal Point,Unknown
946,2009,6,KE,Kenya,Central,Kiambu,Kinungi,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Economic,Unknown,Unknown,1 UN national staff injured when physically assaulted by armed robbers while traveling in Kinungi.,Yes,Focal Point,Unknown
846,2009,6,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,10,0,0,0,0,0,0,0,0,0,2,8,0,10,2,8,0,10,1,1,8,Vehicle-born IED,Individual attack,Public location,Political,Unknown,Unknown,"2 UN interntional (1 Filippino, 1 Serbian) staff killed and 8 UN international (1 British, 1 Somali, 1 German) staff wounded in a suicide bomb attack on the Pearl Continental Hotel in Peshawar, Pakistan. 10 fatalities in all.",Yes,Official Report,Unknown
847,2009,6,CF,Central African Republic,Vakaga,Birao,Birao,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"1 ICRC national staff killed in Birao under unknown circumstances, amid escalating violence.",Archived,Archived,Unknown
848,2009,6,LK,Sri Lanka,Eastern,Batticaloa,Batticaloa,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,1 NGO national staff abducted by unidentified armed men arriving in a white van Thursday morning. The victim is employed by and NGO in Vellaave,Archived,Archived,Unknown
849,2009,6,YE,Yemen,Sa'dah,Sa'dah,Sa'dah,0,4,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,4,2,2,0,Kidnap-killing,Raid,Project site,Unknown,Unknown,Unknown,"4 INGO international (German, UK, South Korean) staff kidnapped from Yemen hopsital INGO program (9 in all kidnapped, including 3 children and 1 spouse - German) Government officials on Sunday accused a Shi'ite militant group. Later found dead .",Archived,Media,Unknown
850,2009,6,LK,Sri Lanka,Northern,Vavuniya,Vavuniya,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,2 UN national staff missing and presumed kidnapped.,Archived,Archived,Unknown
851,2009,6,SO,Somalia,Banadir,Banadir,Mogadishu,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,Political,Unknown,Unknown,1 INGO national staff director abducted by armed men. Other passengers released unharmed.,Archived,Archived,Unknown
948,2009,6,AF,Afghanistan,Parvan,Shekh Ali,Unknown,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 UN national staff injured during an IED attack.,Yes,Focal Point,Unknown
852,2009,6,MR,Mauritania,Nouakchott,Nouakchott,Nouakchott,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Individual attack,Public location,Political,Non-state armed group: Global,Al-Qaeda,"1 INGO international (American) staff director of working in Mauritania, was shot in the head by unknown gunman on a street in the centre of the usually quiet city. The victim was resisting two men trying to kidnap him on a street when his attackers shot him and drove away, according to law enforcement. Al Queda later claimed responsibility, saying he was trying to convert Muslims to Christianity.",Archived,Media,Non-state Armed Group
853,2009,6,AF,Afghanistan,Jowzjan,Unknown,Unknown,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,Roadside IED,Unknown,Road,Political,Unknown,Unknown,3 UN national staff of a partner organization of a UN agency were killed by a roadside bomb.,Archived,Archived,Unknown
854,2009,6,SO,Somalia,Mudug,Gaalkacyo,Gaalkacyo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown,Unknown,Unknown,"1 INGO national staff driver injured and passenger killed (not included here) when INGO vehcile came under attack, transporting a patient for medical care. Vehicle stolen.",Archived,Archived,Unknown
855,2009,6,SD,Sudan,North Darfur,Kutum,Kutum (near),0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,"2 INGO international (1 Irish, 1 Ugandan) staff kidnapped by a gang of armed men near Kutum, northern Darfur; both released 18 October.",Archived,Archived,Unknown
863,2009,6,BD,Bangladesh,Dhaka,Dhaka,Unknown,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Rape/sexual assault ,Mob violence,Unknown,Incidental,Unknown,Unknown,1 NGO national staff raped and killed by gang in implied religious hate crime (Muslim v. Hindu).,Archived,Archived,Unknown
856,2009,7,AF,Afghanistan,Paktia,Unknown,Unknown,16,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,16,0,0,Kidnapping,Ambush,Road,Unknown,Unknown,Unknown,16 UN national staff deminers were seized while travelling between Khost and Paktia provinces late on Saturday.,Archived,Archived,Unknown
857,2009,7,AF,Afghanistan,Khost,Khost Matun,Latak (Latak Bazaar),0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,2 INGO national staff kidnapped by unknown forces.,Archived,Archived,Unknown
960,2009,7,SD,Sudan,North Darfur,Al Lait,Malha,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown,Unknown,Unknown,1 UN national staff contracted driver was injured during a convoy attack.,Yes,Focal Point,Unknown
859,2009,7,AF,Afghanistan,Nangarhar,Sherzad,Khada Khel,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Public location,Unknown,Unknown,Unknown,"1 INGO national staff off duty security guard, who lived in the nearby village of Khada Khel, was shot and killed during a fire fight at the funeral of an AOG member that had been killed by the IMF the day before. It is not known what his role if any in the battle was, who shot him or if it was deliberate or accidental.",Yes,Official Report,Unknown
858,2009,7,AF,Afghanistan,Kapisa,Nijrab ,Dara-e-Kalan ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Incidental,Unknown,Unknown,1 INGO national staff killed when armed men entered his house in the early hours of the morning and fatally shot the individual. Thought to be a personal dispute.,Yes,Official Report,Unknown
861,2009,7,CD,DR Congo,North Kivu,Walikale,Musezero,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Detention,Road,Economic,Unknown,Unknown,"1 INGO national staff shot dead in Musezero, North Kivu, on the way home from work on the afternoon of 15 July. Victim found by colleagues, his pockets had been emptied and his INGO t-shirt removed. Villagers reported seeing the victim stopped by two men wearing Congolese army uniforms before he was killed.",Archived,Archived,Unknown
860,2009,7,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,4,0,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,4,2,0,2,Shooting,Raid,Project site,Unknown,Unknown,Unknown,2 UN national staff (field officer and a guard) shot and killed and 2 UN national staff wounded at the Kacha Garhi refugee camp outside Peshawar in a botched kidnapping. Victims shot and killed by four to five unidentified gunmen in their car getting ready to leave the camp when gunmen tried to kidnap.,Yes,Official Report,Unknown
866,2009,7,KE,Kenya,North Eastern,Mandera,Mandera,0,4,0,0,0,0,0,1,0,1,0,0,3,3,0,1,3,4,1,0,3,Kidnapping,Raid,Home,Unknown,Unknown,Unknown,"3 INGO international (1 American, 1 Pakistani, 1 Zimbabwean) staff kidnapped and 1 INGO national staff guard injured in northern Kenya and took them across the border into Somalia. Roughly 10 gunmen arrived late Friday night at a house in the border town of Mandera where the workers were staying- wounding the watchman in the head and kidnapped the three workers; released 3 Oct.",Yes,Focal Point,Unknown
870,2009,7,AF,Afghanistan,Nangarhar,Jalalabad,Jalalabad,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Incidental,Unknown,Unknown,"1 INGO national staff driver in Jalalabad was shot and killed during an apparent neighbourhood dispute. While the exact circumstances surrounding the case are unclear it does not appear that the incident was related to the driver
",Archived,Media,Unknown
871,2009,7,SD,Sudan,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Shooting,Raid,Office/compound,Political,Unknown,Unknown,1 INGO international staff wounded when armed raiders forced their way into an aid compound belonging to the INGO and opened fire.,Archived,Archived,Unknown
920,2009,7,PK,Pakistan,Khyber Pakhtunkhwa,Unknown,Unknown,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,1 INGO national staff kidnapped- no additional details provided.,Yes,Focal Point,Unknown
1229,2009,7,CD,DR Congo,North Kivu,Walikale,"Kiwanja, Buzito Quarter",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Unknown,Unknown,Unknown,"1 INGO national staff shot dead in Buzito quarter, in his house at 7pm on 20 July.",Yes,Official Report,Unknown
872,2009,7,SO,Somalia,Banadir,Banadir,Mogadishu,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Road,Incidental,Unknown,Unknown,"1 national RC worker killed in the centre of Mogadishu on Tuesday afternoon, 21 July. Victim was travelling in a public transport vehicle when he was caught in crossfire and hit by a stray bullet and died instantly.
",Archived,Archived,Unknown
873,2009,7,SO,Somalia,Unknown,Unknown,Unknown,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Unknown,Unknown,Political,Non-state armed group: Regional,Al Shabaab,2 NGO national staff executed by Al Shabaab militias in Raskamboni southern Somalia. The victims were reportedly accused of being spies for foreigners.,Archived,Archived,Non-state Armed Group
947,2009,7,KE,Kenya,Nairobi,Nairobi,Nairobi,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Unknown,Unknown,Unknown,1 UN national staff injured when physically assaulted by unknown assailants while traveling home.,Yes,Focal Point,Unknown
874,2009,7,SO,Somalia,Lower Shabelle,Marka,Marka,0,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,Bodily assault,Individual attack,Unknown,Political,Non-state armed group: Regional,Al Shabaab,"4 NGO national staff beheaded by al-Shabab militants, allegedly for being Christian.",Archived,Archived,Non-state Armed Group
862,2009,8,TD,Chad,Sila,Kimiti,Ade,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown,Unknown,Unknown,1 INGO international (Greek) staff and 1 INGO national staff kidnapped in Chad; national staff released after 2 days; Intl released a month later.,Archived,Media,Unknown
876,2009,8,SD,Sudan,East Darfur,Bahr Al Arab,Al Deain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Unknown,Economic,Unknown,Unknown,1 UN national staff contract driver shot dead by suspected robbers in Al Deain in South Darfur on Tuesday.,Archived,Media,Unknown
